,abordagem,size_page,precision_query,recall_query,f1-score_query,ndcg_query,precision_sinonimos,recall_sinonimos,f1-score_sinonimos,ndcg_sinonimos,precision_erros_digitacao,recall_erros_digitacao,f1-score_erros_digitacao,ndcg_erros_digitacao,precision_reordenados,recall_reordenados,f1-score_reordenados,ndcg_reordenados
112,all_mini,3,0.6666666666666666,0.05714285714285714,0.10526315789473684,0.9514426589871553,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0,1.0,0.08571428571428572,0.15789473684210528,1.0,0.6666666666666666,0.05714285714285714,0.10526315789473684,1.0
113,q_bv2,3,0.6666666666666666,0.05714285714285714,0.10526315789473684,1.0,1.0,0.08571428571428572,0.15789473684210528,1.0,0.6666666666666666,0.05714285714285714,0.10526315789473684,1.0,1.0,0.08571428571428572,0.15789473684210528,1.0
114,mpnet,3,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0
115,labase,3,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0,0.3333333333333333,0.02857142857142857,0.05263157894736842,1.0
116,all_mini,3,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0
117,q_bv2,3,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0
118,mpnet,3,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.0,0.0,0,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0
119,labase,3,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0
120,all_mini,3,1.0,0.21428571428571427,0.35294117647058826,1.0,0.6666666666666666,0.14285714285714285,0.23529411764705882,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0
121,q_bv2,3,1.0,0.21428571428571427,0.35294117647058826,1.0,0.0,0.0,0,0,1.0,0.21428571428571427,0.35294117647058826,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0
122,mpnet,3,1.0,0.21428571428571427,0.35294117647058826,1.0,0.0,0.0,0,0,1.0,0.21428571428571427,0.35294117647058826,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0
123,labase,3,1.0,0.21428571428571427,0.35294117647058826,1.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.5,1.0,0.21428571428571427,0.35294117647058826,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0
124,all_mini,3,1.0,0.06976744186046512,0.13043478260869565,1.0,0.3333333333333333,0.023255813953488372,0.04347826086956522,0.5,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0
125,q_bv2,3,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0
126,mpnet,3,1.0,0.06976744186046512,0.13043478260869565,1.0,0.0,0.0,0,0,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0
127,labase,3,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0,1.0,0.06976744186046512,0.13043478260869565,1.0
128,all_mini,3,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0
129,q_bv2,3,0.3333333333333333,0.2,0.25,0.9639404333166532,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,0.9639404333166532,0.3333333333333333,0.2,0.25,1.0
130,mpnet,3,0.3333333333333333,0.2,0.25,1.0,0.0,0.0,0,0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0
131,labase,3,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0
132,all_mini,3,0.6666666666666666,0.5,0.5714285714285715,1.0,0.6666666666666666,0.5,0.5714285714285715,1.0,0.6666666666666666,0.5,0.5714285714285715,0.9514426589871553,0.6666666666666666,0.5,0.5714285714285715,1.0
133,q_bv2,3,0.6666666666666666,0.5,0.5714285714285715,1.0,0.3333333333333333,0.25,0.28571428571428575,1.0,0.3333333333333333,0.25,0.28571428571428575,1.0,1.0,0.75,0.8571428571428571,1.0
134,mpnet,3,0.6666666666666666,0.5,0.5714285714285715,1.0,0.3333333333333333,0.25,0.28571428571428575,1.0,0.3333333333333333,0.25,0.28571428571428575,1.0,0.6666666666666666,0.5,0.5714285714285715,0.9197207891481876
135,labase,3,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0
136,all_mini,3,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,0.6666666666666666,0.4,0.5,1.0,1.0,0.6,0.7499999999999999,1.0
137,q_bv2,3,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.4,0.5,1.0
138,mpnet,3,1.0,0.6,0.7499999999999999,1.0,0.3333333333333333,0.2,0.25,0.6885288809404666,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0
139,labase,3,1.0,0.6,0.7499999999999999,1.0,0.6666666666666666,0.4,0.5,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0
140,all_mini,3,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0
141,q_bv2,3,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0
142,mpnet,3,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0
143,labase,3,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1.0
144,all_mini,3,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0
145,q_bv2,3,1.0,0.23076923076923078,0.375,1.0,0.6666666666666666,0.15384615384615385,0.25,1.0,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0
146,mpnet,3,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0
147,labase,3,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0,1.0,0.23076923076923078,0.375,1.0
148,all_mini,3,1.0,0.16666666666666666,0.2857142857142857,1.0,0.6666666666666666,0.1111111111111111,0.1904761904761905,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0,0.6666666666666666,0.1111111111111111,0.1904761904761905,0.9514426589871553
149,q_bv2,3,1.0,0.16666666666666666,0.2857142857142857,1.0,0.3333333333333333,0.05555555555555555,0.09523809523809525,1.0,0.6666666666666666,0.1111111111111111,0.1904761904761905,0.9514426589871553,1.0,0.16666666666666666,0.2857142857142857,1.0
150,mpnet,3,1.0,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0,0,0.0,0.0,0,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0
151,labase,3,0.6666666666666666,0.1111111111111111,0.1904761904761905,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0,0.6666666666666666,0.1111111111111111,0.1904761904761905,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0
152,all_mini,3,0.3333333333333333,0.14285714285714285,0.2,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0
153,q_bv2,3,0.3333333333333333,0.14285714285714285,0.2,1.0,0.6666666666666666,0.2857142857142857,0.4,1.0,0.6666666666666666,0.2857142857142857,0.4,0.9197207891481876,0.3333333333333333,0.14285714285714285,0.2,1.0
154,mpnet,3,0.3333333333333333,0.14285714285714285,0.2,1.0,0.0,0.0,0,0,0.3333333333333333,0.14285714285714285,0.2,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0
155,labase,3,0.3333333333333333,0.14285714285714285,0.2,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0
156,all_mini,3,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0
157,q_bv2,3,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0
158,mpnet,3,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0
159,labase,3,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0,0.3333333333333333,0.022727272727272728,0.04255319148936171,1.0
160,all_mini,3,1.0,0.1111111111111111,0.19999999999999998,1.0,0.0,0.0,0,0,1.0,0.1111111111111111,0.19999999999999998,1.0,1.0,0.1111111111111111,0.19999999999999998,1.0
161,q_bv2,3,1.0,0.1111111111111111,0.19999999999999998,1.0,0.3333333333333333,0.037037037037037035,0.06666666666666667,0.5,1.0,0.1111111111111111,0.19999999999999998,1.0,1.0,0.1111111111111111,0.19999999999999998,1.0
162,mpnet,3,1.0,0.1111111111111111,0.19999999999999998,1.0,0.0,0.0,0,0,1.0,0.1111111111111111,0.19999999999999998,1.0,1.0,0.1111111111111111,0.19999999999999998,1.0
163,labase,3,1.0,0.1111111111111111,0.19999999999999998,1.0,0.6666666666666666,0.07407407407407407,0.13333333333333333,0.9197207891481876,1.0,0.1111111111111111,0.19999999999999998,1.0,1.0,0.1111111111111111,0.19999999999999998,1.0
164,all_mini,3,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.9514426589871553,0.3333333333333333,0.07142857142857142,0.11764705882352941,1.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0
165,q_bv2,3,1.0,0.21428571428571427,0.35294117647058826,1.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.9639404333166532,1.0,0.21428571428571427,0.35294117647058826,1.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,1.0
166,mpnet,3,1.0,0.21428571428571427,0.35294117647058826,1.0,0.6666666666666666,0.14285714285714285,0.23529411764705882,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0,1.0,0.21428571428571427,0.35294117647058826,1.0
167,labase,3,0.3333333333333333,0.07142857142857142,0.11764705882352941,1.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,1.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,1.0,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.9197207891481876
168,all_mini,3,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0
169,q_bv2,3,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0
170,mpnet,3,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0
171,labase,3,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,0.2,0.25,1.0
172,all_mini,3,1.0,0.6,0.7499999999999999,1.0,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.4,0.5,1.0,1.0,0.6,0.7499999999999999,1.0
173,q_bv2,3,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.4,0.5,1.0
174,mpnet,3,1.0,0.6,0.7499999999999999,1.0,0.6666666666666666,0.4,0.5,1.0,0.0,0.0,0,0,1.0,0.6,0.7499999999999999,1.0
175,labase,3,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0
176,all_mini,3,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,0.6666666666666666,0.10526315789473684,0.18181818181818182,0.9514426589871553
177,q_bv2,3,0.3333333333333333,0.05263157894736842,0.09090909090909091,0.9639404333166532,1.0,0.15789473684210525,0.2727272727272727,1.0,0.3333333333333333,0.05263157894736842,0.09090909090909091,0.6885288809404666,0.3333333333333333,0.05263157894736842,0.09090909090909091,0.9639404333166532
178,mpnet,3,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,0.6666666666666666,0.10526315789473684,0.18181818181818182,1.0,0.6666666666666666,0.10526315789473684,0.18181818181818182,1.0
179,labase,3,0.3333333333333333,0.05263157894736842,0.09090909090909091,1.0,0.3333333333333333,0.05263157894736842,0.09090909090909091,1.0,0.3333333333333333,0.05263157894736842,0.09090909090909091,1.0,0.3333333333333333,0.05263157894736842,0.09090909090909091,1.0
180,all_mini,3,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
181,q_bv2,3,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
182,mpnet,3,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.9197207891481876,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,1.0,0.5,0.6666666666666666,1.0
183,labase,3,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0
184,all_mini,3,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0
185,q_bv2,3,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0
186,mpnet,3,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0
187,labase,3,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.6,0.7499999999999999,1.0
188,all_mini,3,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0,0.6666666666666666,0.06060606060606061,0.1111111111111111,0.9197207891481876,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0
189,q_bv2,3,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,0.6309297535714574,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0,0.3333333333333333,0.030303030303030304,0.05555555555555555,1.0
190,mpnet,3,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0
191,labase,3,1.0,0.09090909090909091,0.16666666666666669,1.0,0.6666666666666666,0.06060606060606061,0.1111111111111111,1.0,1.0,0.09090909090909091,0.16666666666666669,1.0,1.0,0.09090909090909091,0.16666666666666669,1.0
192,all_mini,3,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0
193,q_bv2,3,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0
194,mpnet,3,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.2222222222222222,0.3333333333333333,1.0
195,labase,3,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0
196,all_mini,3,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0
197,q_bv2,3,1.0,0.15789473684210525,0.2727272727272727,1.0,0.6666666666666666,0.10526315789473684,0.18181818181818182,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0
198,mpnet,3,1.0,0.15789473684210525,0.2727272727272727,1.0,0.3333333333333333,0.05263157894736842,0.09090909090909091,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0
199,labase,3,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,0.15789473684210525,0.2727272727272727,1.0
0,all_mini,5,0.2,0.5,0.28571428571428575,1.0,0.0,0.0,0,0,0.2,0.5,0.28571428571428575,1.0,0.2,0.5,0.28571428571428575,1.0
1,q_bv2,5,0.2,0.5,0.28571428571428575,1.0,0.0,0.0,0,0,0.2,0.5,0.28571428571428575,1.0,0.2,0.5,0.28571428571428575,1.0
2,mpnet,5,0.2,0.5,0.28571428571428575,1.0,0.0,0.0,0,0,0.2,0.5,0.28571428571428575,1.0,0.2,0.5,0.28571428571428575,1.0
3,labase,5,0.2,0.5,0.28571428571428575,1.0,0.2,0.5,0.28571428571428575,1.0,0.2,0.5,0.28571428571428575,1.0,0.2,0.5,0.28571428571428575,1.0
4,all_mini,5,0.8,0.5,0.6153846153846154,0.9719643720954755,0.6,0.375,0.4615384615384615,0.9796808707575757,0.8,0.5,0.6153846153846154,0.989141344633751,0.8,0.5,0.6153846153846154,1.0
5,q_bv2,5,1.0,0.625,0.7692307692307693,1.0,1.0,0.625,0.7692307692307693,1.0,1.0,0.625,0.7692307692307693,1.0,1.0,0.625,0.7692307692307693,1.0
6,mpnet,5,1.0,0.625,0.7692307692307693,1.0,1.0,0.625,0.7692307692307693,1.0,1.0,0.625,0.7692307692307693,1.0,1.0,0.625,0.7692307692307693,1.0
